address_state,emp_length,grade,home_ownership,purpose,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,is_bad_loan,predicted_default_risk
CO,3 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,50000.0,0.2281,233.69,0.1171,10575,24,0,0
AZ,3 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,200000.0,0.0844,374.89,0.1149,21000,19,0,0
FL,3 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,66000.0,0.0896,495.19,0.1242,35000,17,0,0
MA,4 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,56000.0,0.2038,311.04,0.1171,14075,20,0,0
TX,4 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.1654,549.69,0.1149,25000,34,0,0
MA,5 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,105000.0,0.2667,605.41,0.0999,28500,32,0,0
NC,5 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,45000.0,0.1413,434.75,0.1099,20000,23,0,0
NC,5 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,92000.0,0.1641,515.16,0.1269,22800,23,0,0
NY,6 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,83496.0,0.14,627.64,0.1065,29100,23,0,0
MI,6 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,84000.0,0.1549,473.29,0.1149,28000,34,0,0
VA,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,130000.0,0.05,433.67,0.1099,19950,18,0,0
WV,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,45000.0,0.0611,441.97,0.1171,20000,15,0,0
WA,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,78000.0,0.1663,773.44,0.1171,35000,37,0,0
AR,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,78804.0,0.2965,297.81,0.1099,13700,45,0,0
FL,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,57000.0,0.1855,444.79,0.1199,20000,11,0,0
FL,8 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,62000.0,0.2145,413.02,0.1099,19000,21,0,0
NC,9 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,61900.0,0.1892,582.35,0.1065,27000,26,0,0
NC,9 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,73000.0,0.2121,467.59,0.1199,28000,25,0,0
VA,< 1 year,B,MORTGAGE,Debt consolidation, 60 months,Verified,101000.0,0.1875,786.01,0.1242,35000,41,0,0
OH,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,87500.0,0.2252,290.79,0.1199,13075,29,0,0
PA,1 year,B,MORTGAGE,Debt consolidation, 60 months,Verified,52500.0,0.2007,534.93,0.1269,23675,41,0,0
CA,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,106000.0,0.155,262.6,0.1065,12175,33,0,0
GA,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,93000.0,0.1498,552.46,0.1171,25000,30,0,0
CA,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,68000.0,0.1924,561.44,0.1242,25000,21,0,0
NV,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,67480.0,0.2269,219.88,0.1149,10000,34,0,0
AK,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,80000.0,0.2983,519.68,0.1269,23000,54,0,0
MA,2 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,120000.0,0.0954,449.15,0.1242,20000,53,0,0
OH,3 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,100000.0,0.1589,561.44,0.1242,25000,36,0,0
TX,4 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.1798,555.99,0.1199,25000,22,0,0
NM,5 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,42996.0,0.1142,75.24,0.1242,3350,19,0,0
CA,7 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,91000.0,0.1087,485.38,0.1149,28000,26,0,0
TX,9 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,49000.0,0.1697,356.21,0.0991,16800,37,0,0
OR,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,67000.0,0.1334,561.44,0.1242,25000,26,0,0
NY,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,43538.0,0.1138,555.83,0.1269,24600,33,0,0
NV,2 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,55000.0,0.0897,289.22,0.1269,12800,18,0,0
IL,5 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,68004.0,0.1994,518.91,0.1149,23600,33,0,0
WI,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,55000.0,0.2703,344.57,0.1269,15250,26,0,0
CA,2 years,B,MORTGAGE,Debt consolidation, 60 months,Verified,180000.0,0.0677,542.28,0.1269,24000,19,0,0
WI,10+ years,B,MORTGAGE,Debt consolidation, 60 months,Verified,50000.0,0.0653,561.44,0.1242,25000,15,0,0
AZ,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,180000.0,0.0943,551.64,0.1299,24250,22,0,0
NY,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,44000.0,0.165,351.13,0.1427,15000,15,0,0
MD,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,125000.0,0.172,713.96,0.1427,30500,29,0,0
VA,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,135000.0,0.0729,805.17,0.1349,35000,20,0,0
FL,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,52000.0,0.2562,385.91,0.1349,25975,19,0,0
NC,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,48383.0,0.2011,320.35,0.1349,18225,45,0,0
FL,4 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,54000.0,0.1811,134.6,0.1427,5750,32,0,0
AL,5 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,70000.0,0.1073,437.09,0.1349,19000,15,0,0
TX,5 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,85000.0,0.1348,514.99,0.1427,22000,37,0,0
FL,8 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,35000.0,0.2321,271.54,0.1427,11600,14,0,0
CA,9 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,67000.0,0.1927,134.6,0.1427,5750,14,0,0
CO,< 1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,62400.0,0.1381,480.56,0.1299,21125,15,0,0
IL,< 1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,102000.0,0.1814,518.66,0.1299,22800,54,0,0
FL,< 1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,180000.0,0.0969,304.32,0.1427,13000,27,0,0
MA,1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,143000.0,0.0983,592.0,0.1479,25000,19,0,0
VA,1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,45000.0,0.2384,254.56,0.1479,10750,28,0,0
FL,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,117500.0,0.1123,819.3,0.1427,35000,34,0,0
KS,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,107004.0,0.1797,597.78,0.1523,25000,30,0,0
PA,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,73000.0,0.1088,561.91,0.1523,23500,23,0,0
KS,6 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.1544,472.14,0.1465,20000,12,0,0
CA,7 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,57500.0,0.111,368.08,0.1349,16000,13,0,0
CO,7 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.123,306.89,0.1465,13000,11,0,0
OH,7 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,36000.0,0.1863,424.92,0.1465,18000,19,0,0
WI,7 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,82420.0,0.2054,234.96,0.1399,14000,41,0,0
NV,7 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,61000.0,0.2052,388.75,0.1596,16000,27,0,0
MA,8 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,80004.0,0.0906,525.48,0.1299,30000,21,0,0
NC,< 1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,135000.0,0.1596,690.15,0.1349,30000,42,0,0
CO,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,55000.0,0.1488,191.09,0.1299,13750,30,0,0
TX,2 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,75000.0,0.1786,276.06,0.1349,12000,21,0,0
IL,1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,50004.0,0.0866,309.0,0.1427,13200,15,0,0
OH,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,58000.0,0.2363,432.49,0.1349,18800,14,0,0
GA,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.1454,509.56,0.1299,22400,23,0,0
CA,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,108000.0,0.1633,585.22,0.1427,25000,41,0,0
HI,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,114000.0,0.1429,437.35,0.1596,18000,34,0,0
NJ,2 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,110000.0,0.2047,574.55,0.1349,35000,63,0,0
KS,2 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,175000.0,0.0843,660.99,0.1465,28000,33,0,0
CO,4 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,100800.0,0.0913,473.6,0.1479,20000,32,0,0
WA,5 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,159996.0,0.1277,592.0,0.1479,25000,21,0,0
LA,1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,65000.0,0.264,472.14,0.1465,20000,36,0,0
FL,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,129996.0,0.1862,585.22,0.1427,25000,36,0,0
WY,10+ years,C,MORTGAGE,Debt consolidation, 60 months,Verified,84000.0,0.2437,597.78,0.1523,25000,27,0,0
MO,6 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,25995.0,0.2468,155.09,0.1427,6625,26,0,0
MT,< 1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,65000.0,0.238,819.3,0.1427,35000,32,0,0
KS,4 years,C,MORTGAGE,Debt consolidation, 60 months,Verified,69200.0,0.2504,499.78,0.1349,21725,36,0,0
WI,1 year,C,MORTGAGE,Debt consolidation, 60 months,Verified,70000.0,0.1716,708.2,0.1465,30000,31,0,0
KS,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,80000.0,0.0814,593.57,0.1491,25000,23,0,0
CT,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,291996.0,0.0481,499.96,0.1727,20000,19,0,0
NC,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,83000.0,0.1627,301.99,0.1758,12000,23,0,0
FL,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,46520.88,0.0991,638.25,0.1825,25000,20,0,0
CT,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,108996.0,0.1225,502.34,0.1749,20000,15,0,0
KY,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,85000.0,0.1648,503.6,0.1749,20050,18,0,0
NJ,2 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,95000.0,0.2059,572.67,0.1749,22800,22,0,0
MD,4 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,52800.0,0.2127,618.23,0.1677,25000,52,0,0
SC,5 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,48504.0,0.2217,616.72,0.1807,24250,12,0,0
AZ,6 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,51000.0,0.2264,339.98,0.1727,13600,20,0,0
CA,< 1 year,D,MORTGAGE,Debt consolidation, 60 months,Verified,96188.0,0.1622,269.27,0.1599,11075,28,0,0
OR,< 1 year,D,MORTGAGE,Debt consolidation, 60 months,Verified,48000.0,0.268,521.08,0.1649,21200,22,0,0
CA,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,135000.0,0.1297,510.57,0.1599,21000,27,0,0
OH,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,87500.0,0.2252,384.75,0.1599,24000,29,0,0
OH,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,45000.0,0.2325,469.86,0.1677,19000,21,0,0
OR,1 year,D,MORTGAGE,Debt consolidation, 60 months,Verified,96000.0,0.0975,637.45,0.1727,35000,31,0,0
LA,1 year,D,MORTGAGE,Debt consolidation, 60 months,Verified,90000.0,0.2015,495.87,0.1689,20000,22,0,0
MD,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,54000.0,0.16,321.48,0.1677,13000,19,0,0
MI,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,58000.0,0.1268,609.92,0.1689,24600,25,0,0
GA,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,63000.0,0.1914,621.59,0.1758,24700,30,0,0
VA,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,158000.0,0.2266,663.75,0.1758,26375,36,0,0
FL,4 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,79000.0,0.096,494.59,0.1677,20000,25,0,0
NY,5 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,80000.0,0.2112,494.59,0.1677,20000,39,0,0
NY,8 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,56500.0,0.2073,494.59,0.1677,20000,29,0,0
MO,< 1 year,D,MORTGAGE,Debt consolidation, 60 months,Verified,74000.0,0.2212,490.88,0.1677,24000,30,0,0
MN,5 years,D,MORTGAGE,Debt consolidation, 60 months,Verified,51000.0,0.16,571.87,0.1825,22400,43,0,0
MO,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,117996.0,0.1828,503.32,0.1758,20000,36,0,0
NY,10+ years,D,MORTGAGE,Debt consolidation, 60 months,Verified,85000.0,0.2053,486.26,0.1599,20000,36,0,0
MA,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,85000.0,0.1595,614.55,0.1839,24000,12,0,0
PA,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,151000.0,0.0482,878.06,0.1879,34000,10,0,0
MA,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,113713.0,0.2488,548.11,0.1929,21000,22,0,0
AZ,3 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,140000.0,0.1641,525.57,0.1839,25000,33,0,0
OH,5 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,60000.0,0.1282,639.46,0.1929,24500,18,0,0
AL,8 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,50000.0,0.217,674.24,0.1903,25975,16,0,0
PA,8 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,74000.0,0.1905,933.14,0.203,35000,21,0,1
TX,9 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,105000.0,0.1904,761.64,0.1799,30000,54,0,0
FL,< 1 year,E,MORTGAGE,Debt consolidation, 60 months,Verified,81000.0,0.2031,542.33,0.1879,21000,22,0,0
GA,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,75000.0,0.1994,896.22,0.1839,35000,54,0,0
AL,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,76519.82,0.2089,916.03,0.1942,35000,28,0,0
VA,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,115740.0,0.2193,851.51,0.1969,32350,42,0,0
AR,2 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,38000.0,0.1986,422.83,0.1929,16200,18,0,0
FL,4 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,65000.0,0.1536,605.4,0.1969,23000,19,0,0
GA,8 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,650000.0,0.0647,652.51,0.1929,25000,42,0,0
OH,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,90000.0,0.1577,512.13,0.1839,20000,25,0,0
KS,4 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,96000.0,0.1065,658.05,0.1969,25000,33,0,0
FL,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,76000.0,0.1525,512.13,0.1839,20000,23,0,1
OH,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,65000.0,0.2407,412.26,0.1839,16100,20,0,0
KY,10+ years,E,MORTGAGE,Debt consolidation, 60 months,Verified,135000.0,0.2021,925.54,0.1991,35000,31,0,0
NY,6 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,248000.0,0.0617,901.01,0.1864,35000,29,0,0
CO,6 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,70000.0,0.1973,210.91,0.1903,8125,22,0,0
AZ,8 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,46000.0,0.2246,411.89,0.1864,16000,16,0,1
FL,8 years,E,MORTGAGE,Debt consolidation, 60 months,Verified,73000.0,0.1958,363.61,0.1839,20000,15,0,0
VA,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,116000.0,0.2241,834.55,0.2235,30000,30,0,0
FL,3 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,80000.0,0.2001,857.94,0.2206,31025,12,0,0
CA,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,180000.0,0.2279,631.16,0.2174,33950,31,0,0
MA,9 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,127000.0,0.1444,944.71,0.2089,35000,35,0,0
OH,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,95800.0,0.2181,967.86,0.2206,35000,47,0,1
CA,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,120000.0,0.0812,952.39,0.2128,35000,20,0,0
IL,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,66000.0,0.228,431.3,0.2128,15850,36,0,0
NY,2 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,125000.0,0.1723,530.77,0.2062,29700,41,0,0
CA,4 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,120000.0,0.1127,952.39,0.2128,35000,32,0,0
UT,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,64800.0,0.2291,697.85,0.2062,26000,27,0,0
WA,10+ years,F,MORTGAGE,Debt consolidation, 60 months,Verified,156000.0,0.1646,497.01,0.2099,30000,47,0,0
MI,5 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,58000.0,0.215,453.6,0.2062,24250,23,0,0
CO,6 years,F,MORTGAGE,Debt consolidation, 60 months,Verified,78500.0,0.0676,647.8,0.2089,24000,15,0,0
OR,10+ years,G,MORTGAGE,Debt consolidation, 60 months,Verified,70000.0,0.2232,420.62,0.2274,15000,17,0,1
GA,10+ years,G,MORTGAGE,Debt consolidation, 60 months,Verified,80000.0,0.1765,911.69,0.2352,32000,30,0,1
GA,3 years,G,MORTGAGE,Debt consolidation, 60 months,Verified,130000.0,0.1656,841.24,0.2274,30000,25,0,1
WA,< 1 year,G,MORTGAGE,Debt consolidation, 60 months,Verified,90000.0,0.1391,574.32,0.2391,20000,17,0,0
CA,9 years,G,MORTGAGE,Debt consolidation, 60 months,Verified,86400.0,0.0428,224.34,0.2274,8000,6,0,0
MN,4 years,B,OWN,Debt consolidation, 60 months,Verified,40000.0,0.1161,230.87,0.1149,10500,27,0,0
IL,10+ years,B,OWN,Debt consolidation, 60 months,Verified,80000.0,0.1873,439.76,0.1149,20000,21,0,0
MO,10+ years,B,OWN,Debt consolidation, 60 months,Verified,135000.0,0.0858,444.79,0.1199,20000,33,0,0
MA,2 years,C,OWN,Debt consolidation, 60 months,Verified,57000.0,0.1735,468.17,0.1427,20000,17,0,0
CO,3 years,C,OWN,Debt consolidation, 60 months,Verified,50000.0,0.1997,575.12,0.1349,25000,12,0,0
VA,4 years,C,OWN,Debt consolidation, 60 months,Verified,75000.0,0.2523,460.1,0.1349,20000,20,0,0
PA,7 years,C,OWN,Debt consolidation, 60 months,Verified,21090.24,0.1064,308.24,0.1399,13250,3,0,0
VA,10+ years,D,OWN,Debt consolidation, 60 months,Verified,62000.0,0.1779,510.6,0.1825,20000,11,0,0
CA,7 years,D,OWN,Debt consolidation, 60 months,Verified,55000.0,0.1298,486.26,0.1599,20000,16,0,0
CA,4 years,E,OWN,Debt consolidation, 60 months,Verified,180000.0,0.2342,799.84,0.203,30000,32,0,0
KY,2 years,E,OWN,Debt consolidation, 60 months,Verified,41000.0,0.2461,126.94,0.1991,4800,23,0,0
TX,10+ years,E,OWN,Debt consolidation, 60 months,Verified,60000.0,0.2436,607.54,0.1864,23600,21,0,0
TX,5 years,E,OWN,Debt consolidation, 60 months,Verified,65000.0,0.2034,533.23,0.203,20000,22,0,1
CA,3 years,A,RENT,Debt consolidation, 60 months,Verified,26400.0,0.2727,279.07,0.089,13475,22,0,0
FL,5 years,A,RENT,Debt consolidation, 60 months,Verified,27000.0,0.1733,273.09,0.079,13500,17,0,0
CT,10+ years,B,RENT,Debt consolidation, 60 months,Verified,52446.0,0.1899,502.01,0.1065,23275,26,0,0
CA,10+ years,B,RENT,Debt consolidation, 60 months,Verified,79000.0,0.1492,539.21,0.1065,25000,24,0,0
CA,10+ years,B,RENT,Debt consolidation, 60 months,Verified,32256.0,0.122,301.54,0.1059,14000,31,0,0
NJ,10+ years,B,RENT,Debt consolidation, 60 months,Verified,63900.0,0.2408,185.49,0.1065,8600,29,0,0
CT,10+ years,B,RENT,Debt consolidation, 60 months,Verified,55000.0,0.2191,521.7,0.1099,24000,11,0,0
TX,10+ years,B,RENT,Debt consolidation, 60 months,Verified,50400.0,0.1988,673.72,0.1242,30000,22,0,0
NJ,10+ years,B,RENT,Debt consolidation, 60 months,Verified,81096.0,0.1721,378.74,0.1149,17225,28,0,0
CA,10+ years,B,RENT,Debt consolidation, 60 months,Verified,102000.0,0.1658,790.82,0.1269,35000,23,0,0
MA,10+ years,B,RENT,Debt consolidation, 60 months,Verified,74600.0,0.088,444.79,0.1199,20000,14,0,0
CA,2 years,B,RENT,Debt consolidation, 60 months,Verified,60000.0,0.2534,219.88,0.1149,10000,7,0,0
CA,2 years,B,RENT,Debt consolidation, 60 months,Verified,55000.0,0.2291,539.31,0.1199,24250,10,0,0
AZ,3 years,B,RENT,Debt consolidation, 60 months,Verified,70000.0,0.2319,363.81,0.1242,16200,24,0,0
NJ,4 years,B,RENT,Debt consolidation, 60 months,Verified,71000.0,0.1709,790.82,0.1269,35000,13,0,0
NY,5 years,B,RENT,Debt consolidation, 60 months,Verified,62100.0,0.24,328.04,0.1199,14750,15,0,0
WA,9 years,B,RENT,Debt consolidation, 60 months,Verified,35000.0,0.1896,441.97,0.1171,20000,11,0,0
FL,2 years,B,RENT,Debt consolidation, 60 months,Verified,125004.0,0.1858,500.24,0.1242,30000,29,0,0
CO,10+ years,B,RENT,Debt consolidation, 60 months,Verified,118000.0,0.0339,359.32,0.1242,16000,27,0,0
GA,10+ years,B,RENT,Debt consolidation, 60 months,Verified,45000.0,0.1581,497.09,0.1269,22000,14,0,0
NV,7 years,B,RENT,Debt consolidation, 60 months,Verified,40000.0,0.1548,451.9,0.1269,20000,16,0,0
MA,10+ years,C,RENT,Debt consolidation, 60 months,Verified,124704.0,0.0461,552.12,0.1349,24000,8,0,0
FL,2 years,C,RENT,Debt consolidation, 60 months,Verified,42000.0,0.1686,468.17,0.1427,20000,11,0,0
VA,4 years,C,RENT,Debt consolidation, 60 months,Verified,73000.0,0.2114,538.4,0.1427,23000,24,0,0
MA,5 years,C,RENT,Debt consolidation, 60 months,Verified,96000.0,0.135,460.1,0.1349,20000,12,0,0
MA,6 years,C,RENT,Debt consolidation, 60 months,Verified,80000.0,0.1743,702.26,0.1427,30000,23,0,0
AZ,10+ years,C,RENT,Debt consolidation, 60 months,Verified,40000.0,0.2871,364.63,0.1349,15850,15,0,0
NY,10+ years,C,RENT,Debt consolidation, 60 months,Verified,120000.0,0.0632,805.17,0.1349,35000,25,0,0
SC,10+ years,C,RENT,Debt consolidation, 60 months,Verified,110000.0,0.1863,478.64,0.1527,20000,31,0,0
WA,2 years,C,RENT,Debt consolidation, 60 months,Verified,80856.0,0.1192,485.94,0.1596,20000,10,0,0
OR,5 years,C,RENT,Debt consolidation, 60 months,Verified,30720.0,0.2246,356.58,0.1349,15500,15,0,0
CT,< 1 year,C,RENT,Debt consolidation, 60 months,Verified,42000.0,0.2854,284.69,0.1349,12375,14,0,0
IL,1 year,C,RENT,Debt consolidation, 60 months,Verified,86000.0,0.1005,502.57,0.1527,21000,15,0,0
GA,4 years,C,RENT,Debt consolidation, 60 months,Verified,47000.0,0.2477,478.22,0.1523,20000,38,0,0
CA,5 years,C,RENT,Debt consolidation, 60 months,Verified,111396.0,0.176,772.96,0.1349,33600,33,0,0
OH,5 years,C,RENT,Debt consolidation, 60 months,Verified,48000.0,0.1923,195.94,0.1465,8300,19,0,0
NY,5 years,C,RENT,Debt consolidation, 60 months,Verified,99000.0,0.0776,382.92,0.1527,16000,12,0,0
MA,< 1 year,C,RENT,Debt consolidation, 60 months,Verified,70000.0,0.2198,590.17,0.1465,25000,32,0,0
LA,1 year,D,RENT,Debt consolidation, 60 months,Verified,65000.0,0.1684,867.78,0.1689,35000,24,0,0
NJ,10+ years,D,RENT,Debt consolidation, 60 months,Verified,52000.0,0.1385,612.46,0.1727,24500,19,0,1
CA,10+ years,D,RENT,Debt consolidation, 60 months,Verified,50400.0,0.2107,624.95,0.1727,25000,24,0,0
NC,2 years,D,RENT,Debt consolidation, 60 months,Verified,48000.0,0.2127,446.29,0.1689,18000,30,0,0
NJ,3 years,D,RENT,Debt consolidation, 60 months,Verified,75000.0,0.2872,607.82,0.1599,25000,11,0,0
CA,3 years,D,RENT,Debt consolidation, 60 months,Verified,98000.0,0.2049,666.72,0.1649,35000,32,0,0
CA,3 years,D,RENT,Debt consolidation, 60 months,Verified,75000.0,0.2061,503.32,0.1758,20000,9,0,0
PA,3 years,D,RENT,Debt consolidation, 60 months,Verified,125004.0,0.0514,603.98,0.1758,24000,26,0,0
KS,4 years,D,RENT,Debt consolidation, 60 months,Verified,52470.0,0.1756,497.83,0.1825,19500,17,0,0
NJ,4 years,D,RENT,Debt consolidation, 60 months,Verified,62500.0,0.2233,376.76,0.1749,15000,27,0,0
CA,5 years,D,RENT,Debt consolidation, 60 months,Verified,139500.0,0.1675,437.63,0.1599,18000,29,0,0
CA,< 1 year,D,RENT,Debt consolidation, 60 months,Verified,88000.0,0.0566,370.94,0.1677,15000,23,0,0
HI,3 years,D,RENT,Debt consolidation, 60 months,Verified,98850.0,0.0991,362.48,0.1727,14500,27,0,0
PA,1 year,D,RENT,Debt consolidation, 60 months,Verified,55000.0,0.1776,578.81,0.1758,23000,15,0,1
NY,10+ years,D,RENT,Debt consolidation, 60 months,Verified,110000.0,0.055,494.59,0.1677,20000,16,0,0
FL,10+ years,D,RENT,Debt consolidation, 60 months,Verified,53000.0,0.1472,519.32,0.1677,21000,16,0,0
CA,10+ years,D,RENT,Debt consolidation, 60 months,Verified,37000.0,0.1203,324.98,0.1727,13000,12,0,0
RI,10+ years,D,RENT,Debt consolidation, 60 months,Verified,84000.0,0.138,549.96,0.1727,22000,36,0,0
FL,10+ years,D,RENT,Debt consolidation, 60 months,Verified,34500.0,0.2303,481.62,0.1689,19425,11,0,0
OH,10+ years,D,RENT,Debt consolidation, 60 months,Verified,19200.0,0.1156,137.23,0.1825,5375,7,0,0
CA,3 years,D,RENT,Debt consolidation, 60 months,Verified,52000.0,0.2435,586.99,0.1689,23675,23,0,0
CA,4 years,D,RENT,Debt consolidation, 60 months,Verified,83000.0,0.131,403.37,0.1825,15800,15,0,0
